country_iso,year,variable,value
MWI,2009,"Annual growth US$, 2015 prices",3.992262
MWI,2010,"Value US$, 2015 prices",1567.928953
MWI,2010,"Share of Total US$, 2015 prices",29.614872
MWI,2010,"Annual growth US$, 2015 prices",6.751388
MWI,2011,"Value US$, 2015 prices",1667.378306
MWI,2011,"Share of Total US$, 2015 prices",28.599735
MWI,2011,"Annual growth US$, 2015 prices",6.342721
MWI,2012,"Value US$, 2015 prices",1717.579447
MWI,2012,"Share of Total US$, 2015 prices",28.222808
MWI,2012,"Annual growth US$, 2015 prices",3.010783
MWI,2013,"Value US$, 2015 prices",1860.874451
MWI,2013,"Share of Total US$, 2015 prices",27.401505
MWI,2013,"Annual growth US$, 2015 prices",8.342846
MWI,2014,"Value US$, 2015 prices",2016.33416
MWI,2014,"Share of Total US$, 2015 prices",26.617729
MWI,2014,"Annual growth US$, 2015 prices",8.354121
MWI,2015,"Value US$, 2015 prices",2034.880753
MWI,2015,"Share of Total US$, 2015 prices",24.767399
MWI,2015,"Annual growth US$, 2015 prices",0.919817
MWI,2016,"Value US$, 2015 prices",2073.838506
MWI,2016,"Share of Total US$, 2015 prices",23.407404
MWI,2016,"Annual growth US$, 2015 prices",1.914498
MWI,2017,"Value US$, 2015 prices",2244.493778
MWI,2017,"Share of Total US$, 2015 prices",22.926232
MWI,2017,"Annual growth US$, 2015 prices",8.228957
MWI,2018,"Value US$, 2015 prices",2251.142264
MWI,2018,"Share of Total US$, 2015 prices",22.034841
MWI,2018,"Annual growth US$, 2015 prices",0.296213
MWI,2019,"Value US$, 2015 prices",2383.924183
MWI,2019,"Share of Total US$, 2015 prices",22.072693
MWI,2019,"Annual growth US$, 2015 prices",5.898424
MWI,2020,"Value US$, 2015 prices",2464.622206
MWI,2020,"Share of Total US$, 2015 prices",22.640202
MWI,2020,"Annual growth US$, 2015 prices",3.385092
MWI,2021,"Value US$, 2015 prices",2557.142988
MWI,2021,"Share of Total US$, 2015 prices",22.466037
MWI,2021,"Annual growth US$, 2015 prices",3.753954
MWI,2022,"Value US$, 2015 prices",2579.874805
MWI,2022,"Share of Total US$, 2015 prices",22.394327
MWI,2022,"Annual growth US$, 2015 prices",0.888954
MWI,2023,"Value US$, 2015 prices",2652.73994
MWI,2023,"Share of Total US$, 2015 prices",22.693749
MWI,2023,"Annual growth US$, 2015 prices",2.824367
MWI,2003,"Value US$, 2015 prices",38.886206
MWI,2003,"Share of Total US$, 2015 prices",12.070954
MWI,2003,"Agriculture orientation index US$, 2015 prices",0.318649
MWI,2003,"Share of Value Added US$, 2015 prices",3.018469
MWI,2004,"Value US$, 2015 prices",42.075864
MWI,2004,"Share of Total US$, 2015 prices",10.278281
MWI,2004,"Agriculture orientation index US$, 2015 prices",0.278153
MWI,2004,"Share of Value Added US$, 2015 prices",3.176082
MWI,2005,"Value US$, 2015 prices",45.966729
MWI,2005,"Share of Total US$, 2015 prices",8.083541
MWI,2005,"Agriculture orientation index US$, 2015 prices",0.244994
MWI,2005,"Share of Value Added US$, 2015 prices",3.762911
MWI,2006,"Value US$, 2015 prices",56.555875
MWI,2006,"Share of Total US$, 2015 prices",6.63193
MWI,2006,"Agriculture orientation index US$, 2015 prices",0.209607
MWI,2006,"Share of Value Added US$, 2015 prices",4.611311
MWI,2007,"Value US$, 2015 prices",65.093796
MWI,2007,"Share of Total US$, 2015 prices",6.58514
MWI,2007,"Agriculture orientation index US$, 2015 prices",0.205134
MWI,2007,"Share of Value Added US$, 2015 prices",4.772891
MWI,2008,"Value US$, 2015 prices",64.634827
MWI,2008,"Share of Total US$, 2015 prices",5.351751
MWI,2008,"Agriculture orientation index US$, 2015 prices",0.173279
MWI,2008,"Share of Value Added US$, 2015 prices",4.576303
MWI,2009,"Value US$, 2015 prices",59.989483
MWI,2009,"Share of Total US$, 2015 prices",7.360168
MWI,2009,"Agriculture orientation index US$, 2015 prices",0.248244
MWI,2009,"Share of Value Added US$, 2015 prices",4.084344
MWI,2010,"Value US$, 2015 prices",59.500289
MWI,2010,"Share of Total US$, 2015 prices",7.846174
MWI,2010,"Agriculture orientation index US$, 2015 prices",0.26494
MWI,2010,"Share of Value Added US$, 2015 prices",3.794833
MWI,2011,"Value US$, 2015 prices",68.791285
MWI,2011,"Share of Total US$, 2015 prices",9.350596
MWI,2011,"Agriculture orientation index US$, 2015 prices",0.326947
MWI,2011,"Share of Value Added US$, 2015 prices",4.125715
MWI,2012,"Value US$, 2015 prices",70.180569
MWI,2012,"Share of Total US$, 2015 prices",9.138569
MWI,2012,"Agriculture orientation index US$, 2015 prices",0.323801
MWI,2012,"Share of Value Added US$, 2015 prices",4.086016
MWI,2013,"Value US$, 2015 prices",74.153473
MWI,2013,"Share of Total US$, 2015 prices",8.653
MWI,2013,"Agriculture orientation index US$, 2015 prices",0.315786
MWI,2013,"Share of Value Added US$, 2015 prices",3.984872
MWI,2014,"Value US$, 2015 prices",89.167327
MWI,2014,"Share of Total US$, 2015 prices",9.328077
MWI,2014,"Agriculture orientation index US$, 2015 prices",0.350446
MWI,2014,"Share of Value Added US$, 2015 prices",4.422249
MWI,2015,"Value US$, 2015 prices",100.845814
MWI,2015,"Share of Total US$, 2015 prices",9.726962
MWI,2015,"Agriculture orientation index US$, 2015 prices",0.392732
MWI,2015,"Share of Value Added US$, 2015 prices",4.955859
MWI,2016,"Value US$, 2015 prices",101.371389
MWI,2016,"Share of Total US$, 2015 prices",9.067167
MWI,2016,"Agriculture orientation index US$, 2015 prices",0.387363
MWI,2016,"Share of Value Added US$, 2015 prices",4.888104
MWI,2017,"Value US$, 2015 prices",117.694368
MWI,2017,"Share of Total US$, 2015 prices",9.526818
MWI,2017,"Agriculture orientation index US$, 2015 prices",0.415542
MWI,2017,"Share of Value Added US$, 2015 prices",5.243693
MWI,2018,"Value US$, 2015 prices",117.530767
MWI,2018,"Share of Total US$, 2015 prices",9.158175
MWI,2018,"Agriculture orientation index US$, 2015 prices",0.415622
MWI,2018,"Share of Value Added US$, 2015 prices",5.220939
MWI,2019,"Value US$, 2015 prices",135.142944
MWI,2019,"Share of Total US$, 2015 prices",10.006467
MWI,2019,"Agriculture orientation index US$, 2015 prices",0.453341
MWI,2019,"Share of Value Added US$, 2015 prices",5.668928
MWI,2020,"Value US$, 2015 prices",251.344292
MWI,2020,"Share of Total US$, 2015 prices",18.818046
MWI,2020,"Agriculture orientation index US$, 2015 prices",0.831178
MWI,2020,"Share of Value Added US$, 2015 prices",10.198086
MWI,2021,"Value US$, 2015 prices",264.48058
MWI,2021,"Share of Total US$, 2015 prices",16.365245
MWI,2021,"Agriculture orientation index US$, 2015 prices",0.728444
MWI,2021,"Share of Value Added US$, 2015 prices",10.342815
MWI,2022,"Value US$, 2015 prices",291.125603
MWI,2022,"Share of Total US$, 2015 prices",11.836449
MWI,2022,"Agriculture orientation index US$, 2015 prices",0.526772
MWI,2022,"Share of Value Added US$, 2015 prices",11.279002
MWI,2023,"Value US$, 2015 prices",310.74
MWI,2023,"Share of Total US$, 2015 prices",11.178094
MWI,2023,"Agriculture orientation index US$, 2015 prices",0.492563
MWI,2023,"Share of Value Added US$, 2015 prices",11.713926
MWI,2003,"Value US$, 2015 prices",11.519144
MWI,2003,"Share of Total US$, 2015 prices",9.972693
MWI,2003,"Agriculture orientation index US$, 2015 prices",0.263259
MWI,2004,"Value US$, 2015 prices",16.920633
MWI,2004,"Share of Total US$, 2015 prices",12.113467
MWI,2004,"Agriculture orientation index US$, 2015 prices",0.327817
MWI,2005,"Value US$, 2015 prices",15.347004
MWI,2005,"Share of Total US$, 2015 prices",9.897965
MWI,2005,"Agriculture orientation index US$, 2015 prices",0.299985
MWI,2006,"Value US$, 2015 prices",32.747236
MWI,2006,"Share of Total US$, 2015 prices",15.250979
MWI,2006,"Agriculture orientation index US$, 2015 prices",0.482019
MWI,2007,"Value US$, 2015 prices",41.838622
MWI,2007,"Share of Total US$, 2015 prices",16.272195
MWI,2007,"Agriculture orientation index US$, 2015 prices",0.506895
MWI,2008,"Value US$, 2015 prices",78.354207
MWI,2008,"Share of Total US$, 2015 prices",19.90609
MWI,2008,"Agriculture orientation index US$, 2015 prices",0.644521
MWI,2009,"Value US$, 2015 prices",60.619187
MWI,2009,"Share of Total US$, 2015 prices",10.486666
MWI,2009,"Agriculture orientation index US$, 2015 prices",0.353695
MWI,2010,"Value US$, 2015 prices",71.596541
MWI,2010,"Share of Total US$, 2015 prices",11.05663
MWI,2010,"Agriculture orientation index US$, 2015 prices",0.373347
MWI,2011,"Value US$, 2015 prices",151.287158
MWI,2011,"Share of Total US$, 2015 prices",21.596669
MWI,2011,"Agriculture orientation index US$, 2015 prices",0.755135
MWI,2012,"Value US$, 2015 prices",171.719103
MWI,2012,"Share of Total US$, 2015 prices",14.899353
MWI,2012,"Agriculture orientation index US$, 2015 prices",0.527919
MWI,2013,"Value US$, 2015 prices",166.159142
MWI,2013,"Share of Total US$, 2015 prices",21.018408
MWI,2013,"Agriculture orientation index US$, 2015 prices",0.767053
MWI,2014,"Value US$, 2015 prices",152.87062
MWI,2014,"Share of Total US$, 2015 prices",20.258863
MWI,2014,"Agriculture orientation index US$, 2015 prices",0.761104
MWI,2015,"Value US$, 2015 prices",192.958315
MWI,2015,"Share of Total US$, 2015 prices",26.949446
MWI,2015,"Agriculture orientation index US$, 2015 prices",1.088102
MWI,2016,"Value US$, 2015 prices",144.087331
MWI,2016,"Share of Total US$, 2015 prices",19.808036
MWI,2016,"Agriculture orientation index US$, 2015 prices",0.84623
MWI,2017,"Value US$, 2015 prices",155.898529
MWI,2017,"Share of Total US$, 2015 prices",23.626622
MWI,2017,"Agriculture orientation index US$, 2015 prices",1.03055
MWI,2018,"Value US$, 2015 prices",136.527093
MWI,2018,"Share of Total US$, 2015 prices",19.910735
MWI,2018,"Agriculture orientation index US$, 2015 prices",0.903602
MWI,2019,"Value US$, 2015 prices",162.799603
MWI,2019,"Share of Total US$, 2015 prices",21.386271
MWI,2019,"Agriculture orientation index US$, 2015 prices",0.968902
MWI,2020,"Value US$, 2015 prices",150.595328
MWI,2020,"Share of Total US$, 2015 prices",18.063148
MWI,2020,"Agriculture orientation index US$, 2015 prices",0.797835
MWI,2021,"Value US$, 2015 prices",139.055429
MWI,2021,"Share of Total US$, 2015 prices",15.297589
MWI,2021,"Agriculture orientation index US$, 2015 prices",0.680921
MWI,2022,"Value US$, 2015 prices",138.134145
MWI,2022,"Share of Total US$, 2015 prices",14.451758
MWI,2022,"Agriculture orientation index US$, 2015 prices",0.643164
MWI,2003,"Value US$, 2022 prices",66.07604
MWI,2003,Share of Total US$,9.873723
MWI,2003,Agriculture orientation index US$,0.272584
MWI,2004,"Value US$, 2022 prices",51.749369
MWI,2004,Share of Total US$,7.778167
MWI,2004,Agriculture orientation index US$,0.224064
MWI,2005,"Value US$, 2022 prices",81.679537
MWI,2005,Share of Total US$,11.430022
MWI,2005,Agriculture orientation index US$,0.347263
MWI,2006,"Value US$, 2022 prices",63.023087
MWI,2006,Share of Total US$,1.738938
MWI,2006,Agriculture orientation index US$,0.056336
MWI,2007,"Value US$, 2022 prices",88.040083
MWI,2007,Share of Total US$,9.048802
MWI,2007,Agriculture orientation index US$,0.328912
MWI,2008,"Value US$, 2022 prices",69.420361
MWI,2008,Share of Total US$,7.833528
MWI,2008,Agriculture orientation index US$,0.261328
MWI,2009,"Value US$, 2022 prices",90.973524
MWI,2009,Share of Total US$,10.847466
MWI,2009,Agriculture orientation index US$,0.356484
MWI,2010,"Value US$, 2022 prices",113.363046
MWI,2010,Share of Total US$,11.103124
MWI,2010,Agriculture orientation index US$,0.374917
MWI,2011,"Value US$, 2022 prices",121.463744
MWI,2011,Share of Total US$,14.697453
MWI,2011,Agriculture orientation index US$,0.526089
MWI,2012,"Value US$, 2022 prices",119.552767
MWI,2012,Share of Total US$,9.770007
MWI,2012,Agriculture orientation index US$,0.346174
MWI,2013,"Value US$, 2022 prices",126.113663
MWI,2013,Share of Total US$,10.605255
MWI,2013,Agriculture orientation index US$,0.387032
MWI,2014,"Value US$, 2022 prices",115.532102
MWI,2014,Share of Total US$,10.812036
MWI,2014,Agriculture orientation index US$,0.406197
MWI,2015,"Value US$, 2022 prices",150.792278
MWI,2015,Share of Total US$,11.738512
MWI,2015,Agriculture orientation index US$,0.47395
MWI,2016,"Value US$, 2022 prices",173.491579
MWI,2016,Share of Total US$,11.435496
MWI,2016,Agriculture orientation index US$,0.488542
MWI,2017,"Value US$, 2022 prices",217.067623
MWI,2017,Share of Total US$,12.044009
MWI,2017,Agriculture orientation index US$,0.525337
MWI,2018,"Value US$, 2022 prices",156.089483
MWI,2018,Share of Total US$,10.41262
MWI,2018,Agriculture orientation index US$,0.481339
MWI,2019,"Value US$, 2022 prices",113.195485
MWI,2019,Share of Total US$,8.330475
MWI,2019,Agriculture orientation index US$,0.363025
MWI,2020,"Value US$, 2022 prices",136.970556
MWI,2020,Share of Total US$,7.917786
MWI,2020,Agriculture orientation index US$,0.316521
MWI,2021,"Value US$, 2022 prices",155.272709
MWI,2021,Share of Total US$,12.022448
MWI,2021,Agriculture orientation index US$,0.470862
MWI,2022,"Value US$, 2022 prices",151.402088
MWI,2022,Share of Total US$,9.703558
MWI,2022,Agriculture orientation index US$,0.351609
MWI,2003,"Value US$, 2015 prices",12.413442
MWI,2003,"Share of Total US$, 2015 prices",17.821391
MWI,2004,"Value US$, 2015 prices",1.676886
MWI,2004,"Share of Total US$, 2015 prices",1.510254
MWI,2008,"Value US$, 2015 prices",-17.532303
MWI,2008,"Share of Total US$, 2015 prices",-234.482759
MWI,2010,"Value US$, 2015 prices",-87.940003
MWI,2010,"Share of Total US$, 2015 prices",-119.175258
MWI,2020,"Value US$, 2015 prices",79.083348
MWI,2020,"Share of Total US$, 2015 prices",33.904483
MWI,2021,"Value US$, 2015 prices",165.847185
MWI,2021,"Share of Total US$, 2015 prices",140.698153
MLI,2003,"Value US$, 2015 prices",1786.668518
MLI,2003,"Share of Total US$, 2015 prices",34.70505
MLI,2003,"Annual growth US$, 2015 prices",30.126116
MLI,2004,"Value US$, 2015 prices",1365.525962
MLI,2004,"Share of Total US$, 2015 prices",28.263573
MLI,2004,"Annual growth US$, 2015 prices",-23.571387
MLI,2005,"Value US$, 2015 prices",1569.24087
MLI,2005,"Share of Total US$, 2015 prices",29.428725
MLI,2005,"Annual growth US$, 2015 prices",14.918421
MLI,2006,"Value US$, 2015 prices",1878.686526
MLI,2006,"Share of Total US$, 2015 prices",31.31345
MLI,2006,"Annual growth US$, 2015 prices",19.719449
MLI,2007,"Value US$, 2015 prices",1861.521957
MLI,2007,"Share of Total US$, 2015 prices",28.648701
MLI,2007,"Annual growth US$, 2015 prices",-0.913647
MLI,2008,"Value US$, 2015 prices",2300.942578
MLI,2008,"Share of Total US$, 2015 prices",32.3256
MLI,2008,"Annual growth US$, 2015 prices",23.605449
MLI,2009,"Value US$, 2015 prices",2552.206761
MLI,2009,"Share of Total US$, 2015 prices",32.086532
MLI,2009,"Annual growth US$, 2015 prices",10.920054
MLI,2010,"Value US$, 2015 prices",2869.418294
MLI,2010,"Share of Total US$, 2015 prices",32.53796
MLI,2010,"Annual growth US$, 2015 prices",12.428912
MLI,2011,"Value US$, 2015 prices",2911.888908
MLI,2011,"Share of Total US$, 2015 prices",30.644634
MLI,2011,"Annual growth US$, 2015 prices",1.480112
MLI,2012,"Value US$, 2015 prices",3949.558495
MLI,2012,"Share of Total US$, 2015 prices",37.373382
MLI,2012,"Annual growth US$, 2015 prices",35.635617
MLI,2013,"Value US$, 2015 prices",4034.049352
MLI,2013,"Share of Total US$, 2015 prices",35.673741
MLI,2013,"Annual growth US$, 2015 prices",2.139248
MLI,2014,"Value US$, 2015 prices",4569.953946
MLI,2014,"Share of Total US$, 2015 prices",37.494432
MLI,2014,"Annual growth US$, 2015 prices",13.284532
MLI,2015,"Value US$, 2015 prices",4879.143985
MLI,2015,"Share of Total US$, 2015 prices",37.231833
MLI,2015,"Annual growth US$, 2015 prices",6.765715
MLI,2016,"Value US$, 2015 prices",5415.672839
MLI,2016,"Share of Total US$, 2015 prices",37.946973
MLI,2016,"Annual growth US$, 2015 prices",10.996373
MLI,2017,"Value US$, 2015 prices",5606.152433
MLI,2017,"Share of Total US$, 2015 prices",36.805285
MLI,2017,"Annual growth US$, 2015 prices",3.517192
MLI,2018,"Value US$, 2015 prices",6035.493842
MLI,2018,"Share of Total US$, 2015 prices",37.110637
MLI,2018,"Annual growth US$, 2015 prices",7.658397
MLI,2019,"Value US$, 2015 prices",6362.637011
MLI,2019,"Share of Total US$, 2015 prices",36.809255
MLI,2019,"Annual growth US$, 2015 prices",5.420321
MLI,2020,"Value US$, 2015 prices",6198.176634
MLI,2020,"Share of Total US$, 2015 prices",35.618728
MLI,2020,"Annual growth US$, 2015 prices",-2.584783
MLI,2021,"Value US$, 2015 prices",6324.381381
MLI,2021,"Share of Total US$, 2015 prices",35.080656
MLI,2021,"Annual growth US$, 2015 prices",2.036159
MLI,2022,"Value US$, 2015 prices",6777.366133
MLI,2022,"Share of Total US$, 2015 prices",35.15015
MLI,2022,"Annual growth US$, 2015 prices",7.162515
MLI,2023,"Value US$, 2015 prices",7469.117966
MLI,2023,"Share of Total US$, 2015 prices",35.008932
MLI,2023,"Annual growth US$, 2015 prices",10.206794
MLI,2003,"Value US$, 2015 prices",56.250269
MLI,2003,"Share of Total US$, 2015 prices",6.364336
MLI,2003,"Agriculture orientation index US$, 2015 prices",0.183384
MLI,2003,"Share of Value Added US$, 2015 prices",3.150717
MLI,2004,"Value US$, 2015 prices",58.498495
MLI,2004,"Share of Total US$, 2015 prices",5.903206
MLI,2004,"Agriculture orientation index US$, 2015 prices",0.208863
MLI,2004,"Share of Value Added US$, 2015 prices",4.287197
MLI,2005,"Value US$, 2015 prices",70.975189
MLI,2005,"Share of Total US$, 2015 prices",6.489578
MLI,2005,"Agriculture orientation index US$, 2015 prices",0.220518
MLI,2005,"Share of Value Added US$, 2015 prices",4.526324
MLI,2006,"Value US$, 2015 prices",78.232485
MLI,2006,"Share of Total US$, 2015 prices",6.23685
MLI,2006,"Agriculture orientation index US$, 2015 prices",0.199175
MLI,2006,"Share of Value Added US$, 2015 prices",4.167365
MLI,2007,"Value US$, 2015 prices",89.014716
MLI,2007,"Share of Total US$, 2015 prices",6.720675
MLI,2007,"Agriculture orientation index US$, 2015 prices",0.234589
MLI,2007,"Share of Value Added US$, 2015 prices",4.785445
MLI,2008,"Value US$, 2015 prices",107.549257
MLI,2008,"Share of Total US$, 2015 prices",6.386866
MLI,2008,"Agriculture orientation index US$, 2015 prices",0.197579
MLI,2008,"Share of Value Added US$, 2015 prices",4.677678
MLI,2009,"Value US$, 2015 prices",129.710445
MLI,2009,"Share of Total US$, 2015 prices",7.489208
MLI,2009,"Agriculture orientation index US$, 2015 prices",0.233407
MLI,2009,"Share of Value Added US$, 2015 prices",5.086134
MLI,2010,"Value US$, 2015 prices",146.164962
MLI,2010,"Share of Total US$, 2015 prices",7.841299
MLI,2010,"Agriculture orientation index US$, 2015 prices",0.240989
MLI,2010,"Share of Value Added US$, 2015 prices",5.097745
MLI,2011,"Value US$, 2015 prices",208.854035
MLI,2011,"Share of Total US$, 2015 prices",9.539778
MLI,2011,"Agriculture orientation index US$, 2015 prices",0.311303
MLI,2011,"Share of Value Added US$, 2015 prices",7.17789
MLI,2012,"Value US$, 2015 prices",202.816469
MLI,2012,"Share of Total US$, 2015 prices",13.508091
MLI,2012,"Agriculture orientation index US$, 2015 prices",0.361436
MLI,2012,"Share of Value Added US$, 2015 prices",5.139056
MLI,2013,"Value US$, 2015 prices",221.583822
MLI,2013,"Share of Total US$, 2015 prices",11.734255
MLI,2013,"Agriculture orientation index US$, 2015 prices",0.32896
MLI,2013,"Share of Value Added US$, 2015 prices",5.496998
MLI,2014,"Value US$, 2015 prices",245.987157
MLI,2014,"Share of Total US$, 2015 prices",12.210071
MLI,2014,"Agriculture orientation index US$, 2015 prices",0.325693
MLI,2014,"Share of Value Added US$, 2015 prices",5.386781
MLI,2015,"Value US$, 2015 prices",278.904232
MLI,2015,"Share of Total US$, 2015 prices",11.603387
MLI,2015,"Agriculture orientation index US$, 2015 prices",0.311652
MLI,2015,"Share of Value Added US$, 2015 prices",5.720582
MLI,2016,"Value US$, 2015 prices",310.679879
MLI,2016,"Share of Total US$, 2015 prices",11.674995
MLI,2016,"Agriculture orientation index US$, 2015 prices",0.307666
MLI,2016,"Share of Value Added US$, 2015 prices",5.741025
MLI,2017,"Value US$, 2015 prices",313.716296
MLI,2017,"Share of Total US$, 2015 prices",12.17698
MLI,2017,"Agriculture orientation index US$, 2015 prices",0.330849
MLI,2017,"Share of Value Added US$, 2015 prices",5.600166
MLI,2018,"Value US$, 2015 prices",340.128497
MLI,2018,"Share of Total US$, 2015 prices",12.173644
MLI,2018,"Agriculture orientation index US$, 2015 prices",0.328037
MLI,2018,"Share of Value Added US$, 2015 prices",5.639738
MLI,2019,"Value US$, 2015 prices",374.059048
MLI,2019,"Share of Total US$, 2015 prices",11.463031
MLI,2019,"Agriculture orientation index US$, 2015 prices",0.311417
MLI,2019,"Share of Value Added US$, 2015 prices",5.883445
MLI,2020,"Value US$, 2015 prices",386.543941
MLI,2020,"Share of Total US$, 2015 prices",11.134998
MLI,2020,"Agriculture orientation index US$, 2015 prices",0.312616
MLI,2020,"Share of Value Added US$, 2015 prices",6.241136
MLI,2021,"Value US$, 2015 prices",394.155858
MLI,2021,"Share of Total US$, 2015 prices",10.877902
MLI,2021,"Agriculture orientation index US$, 2015 prices",0.309426
MLI,2021,"Share of Value Added US$, 2015 prices",6.223825
MLI,2022,"Value US$, 2015 prices",440.131895
MLI,2022,"Share of Total US$, 2015 prices",12.351465
MLI,2022,"Agriculture orientation index US$, 2015 prices",0.344139
MLI,2022,"Share of Value Added US$, 2015 prices",6.349447
MLI,2023,"Value US$, 2015 prices",519.33
MLI,2023,"Share of Total US$, 2015 prices",12.667779
MLI,2023,"Agriculture orientation index US$, 2015 prices",0.361844
MLI,2023,"Share of Value Added US$, 2015 prices",6.95303
MLI,2003,"Value US$, 2015 prices",165.24692
MLI,2003,"Share of Total US$, 2015 prices",25.7128
MLI,2003,"Agriculture orientation index US$, 2015 prices",0.740895
MLI,2004,"Value US$, 2015 prices",48.011678
MLI,2004,"Share of Total US$, 2015 prices",8.214536
MLI,2004,"Agriculture orientation index US$, 2015 prices",0.29064
MLI,2005,"Value US$, 2015 prices",75.449156
MLI,2005,"Share of Total US$, 2015 prices",13.227012
MLI,2005,"Agriculture orientation index US$, 2015 prices",0.449459
MLI,2006,"Value US$, 2015 prices",183.801912
MLI,2006,"Share of Total US$, 2015 prices",22.708227
MLI,2006,"Agriculture orientation index US$, 2015 prices",0.725191
MLI,2007,"Value US$, 2015 prices",390.520497
MLI,2007,"Share of Total US$, 2015 prices",42.10032
MLI,2007,"Agriculture orientation index US$, 2015 prices",1.469537
MLI,2008,"Value US$, 2015 prices",54.10982
MLI,2008,"Share of Total US$, 2015 prices",39.81385
MLI,2008,"Agriculture orientation index US$, 2015 prices",1.231651
MLI,2011,"Value US$, 2015 prices",80.377571
MLI,2011,"Share of Total US$, 2015 prices",11.693969
MLI,2011,"Agriculture orientation index US$, 2015 prices",0.381599
MLI,2012,"Value US$, 2015 prices",103.351593
MLI,2012,"Share of Total US$, 2015 prices",10.925251
MLI,2012,"Agriculture orientation index US$, 2015 prices",0.292327
MLI,2013,"Value US$, 2015 prices",78.065024
MLI,2013,"Share of Total US$, 2015 prices",6.543619
MLI,2013,"Agriculture orientation index US$, 2015 prices",0.183445
MLI,2014,"Value US$, 2015 prices",76.200699
MLI,2014,"Share of Total US$, 2015 prices",5.485083
MLI,2014,"Agriculture orientation index US$, 2015 prices",0.14631
MLI,2015,"Value US$, 2015 prices",90.002803
MLI,2015,"Share of Total US$, 2015 prices",4.283923
MLI,2015,"Agriculture orientation index US$, 2015 prices",0.115061
MLI,2016,"Value US$, 2015 prices",101.606434
MLI,2016,"Share of Total US$, 2015 prices",3.74979
MLI,2016,"Agriculture orientation index US$, 2015 prices",0.098817
MLI,2017,"Value US$, 2015 prices",106.676809
MLI,2017,"Share of Total US$, 2015 prices",3.616024
MLI,2017,"Agriculture orientation index US$, 2015 prices",0.098247
MLI,2018,"Value US$, 2015 prices",124.609793
MLI,2018,"Share of Total US$, 2015 prices",4.100485
MLI,2018,"Agriculture orientation index US$, 2015 prices",0.110494
MLI,2019,"Value US$, 2015 prices",106.641476
MLI,2019,"Share of Total US$, 2015 prices",3.192099
MLI,2019,"Agriculture orientation index US$, 2015 prices",0.08672
MLI,2020,"Value US$, 2015 prices",96.82631
MLI,2020,"Share of Total US$, 2015 prices",3.042501
MLI,2020,"Agriculture orientation index US$, 2015 prices",0.085419
MLI,2021,"Value US$, 2015 prices",186.97542
MLI,2021,"Share of Total US$, 2015 prices",2.904993
MLI,2021,"Agriculture orientation index US$, 2015 prices",0.082633
MLI,2022,"Value US$, 2015 prices",243.76753
MLI,2022,"Share of Total US$, 2015 prices",6.111444
MLI,2022,"Agriculture orientation index US$, 2015 prices",0.170278
MLI,2023,"Value US$, 2015 prices",216.558425
MLI,2023,"Share of Total US$, 2015 prices",5.551327
MLI,2023,"Agriculture orientation index US$, 2015 prices",0.150762
MLI,2003,"Value US$, 2022 prices",66.69255
MLI,2003,Share of Total US$,8.831046
MLI,2003,Agriculture orientation index US$,0.301719
MLI,2004,"Value US$, 2022 prices",77.600369
MLI,2004,Share of Total US$,9.164688
MLI,2004,Agriculture orientation index US$,0.311656
MLI,2005,"Value US$, 2022 prices",86.395844
MLI,2005,Share of Total US$,9.970649
MLI,2005,Agriculture orientation index US$,0.317761
MLI,2006,"Value US$, 2022 prices",78.011584
MLI,2006,Share of Total US$,2.460527
MLI,2006,Agriculture orientation index US$,0.085064
MLI,2007,"Value US$, 2022 prices",114.509344
MLI,2007,Share of Total US$,11.250315
MLI,2007,Agriculture orientation index US$,0.37145
MLI,2008,"Value US$, 2022 prices",105.012305
MLI,2008,Share of Total US$,11.170356
MLI,2008,Agriculture orientation index US$,0.34836
MLI,2009,"Value US$, 2022 prices",172.50319
MLI,2009,Share of Total US$,15.633589
MLI,2009,Agriculture orientation index US$,0.500071
MLI,2010,"Value US$, 2022 prices",224.600497
MLI,2010,Share of Total US$,17.809268
MLI,2010,Agriculture orientation index US$,0.550942
MLI,2011,"Value US$, 2022 prices",265.72343
MLI,2011,Share of Total US$,18.850553
MLI,2011,Agriculture orientation index US$,0.553497
MLI,2012,"Value US$, 2022 prices",168.412827
MLI,2012,Share of Total US$,14.650489
MLI,2012,Agriculture orientation index US$,0.390327
MLI,2013,"Value US$, 2022 prices",143.972079
MLI,2013,Share of Total US$,9.597788
MLI,2013,Agriculture orientation index US$,0.26518
MLI,2014,"Value US$, 2022 prices",180.052955
MLI,2014,Share of Total US$,13.230436
MLI,2014,Agriculture orientation index US$,0.359087
MLI,2015,"Value US$, 2022 prices",141.747616
MLI,2015,Share of Total US$,9.272907
MLI,2015,Agriculture orientation index US$,0.249059
MLI,2016,"Value US$, 2022 prices",198.027375
MLI,2016,Share of Total US$,13.437212
MLI,2016,Agriculture orientation index US$,0.364416
MLI,2017,"Value US$, 2022 prices",179.930911
MLI,2017,Share of Total US$,10.705045
MLI,2017,Agriculture orientation index US$,0.290185
MLI,2018,"Value US$, 2022 prices",218.361992
MLI,2018,Share of Total US$,12.010399
MLI,2018,Agriculture orientation index US$,0.323767
MLI,2019,"Value US$, 2022 prices",262.302452
MLI,2019,Share of Total US$,12.460387
MLI,2019,Agriculture orientation index US$,0.338739
MLI,2020,"Value US$, 2022 prices",161.868087
MLI,2020,Share of Total US$,8.875331
MLI,2020,Agriculture orientation index US$,0.248785
